pptID,gender,age,trial,trialType,ImageNo,imageOrder,response,correct,responseType,RT
125,2,19,39,1,28,2,0,0,4,2.0223185
125,2,19,40,1,32,2,0,0,4,1.4514547
124,1,18,1,0,19,1,0,1,1,5.2434834
124,1,18,2,1,24,1,1,1,3,3.6040648
124,1,18,3,0,4,2,0,1,1,2.3704889
124,1,18,4,1,29,2,1,1,3,3.527109
124,1,18,5,1,27,1,1,1,3,5.6784018
124,1,18,6,0,2,1,0,1,1,2.3883317
124,1,18,7,0,1,2,0,1,1,2.6239725
124,1,18,8,1,34,2,1,1,3,9.5959201
124,1,18,9,1,28,1,1,1,3,6.9481241
124,1,18,10,1,40,1,1,1,3,2.3669948
124,1,18,11,0,13,2,0,1,1,3.5119588
124,1,18,12,1,39,2,0,0,4,2.7734384
124,1,18,13,0,10,1,0,1,1,6.2756829
124,1,18,14,1,30,1,0,0,4,7.5236421
124,1,18,15,1,38,2,1,1,3,2.7684104
124,1,18,16,0,9,2,0,1,1,2.0536538
124,1,18,17,1,33,1,0,0,4,7.3734946
124,1,18,18,1,36,1,1,1,3,2.5853514
124,1,18,19,1,25,2,1,1,3,2.1644499
124,1,18,20,0,12,2,0,1,1,2.5350693
124,1,18,21,0,11,1,0,1,1,3.3094076
124,1,18,22,1,21,1,1,1,3,5.501722
124,1,18,23,1,37,2,1,1,3,2.0640648
124,1,18,24,0,5,2,0,1,1,3.9216418
124,1,18,25,1,22,1,1,1,3,7.0171002
124,1,18,26,0,14,1,0,1,1,2.9057427
124,1,18,27,1,23,2,0,0,4,4.3128731
124,1,18,28,0,20,2,0,1,1,1.9903386
124,1,18,29,0,17,1,0,1,1,2.0567227
124,1,18,30,0,6,1,0,1,1,3.6275364
124,1,18,31,0,3,2,0,1,1,3.5919641
124,1,18,32,0,15,2,0,1,1,5.0883831
124,1,18,33,1,32,1,1,1,3,3.1794933
124,1,18,34,1,31,1,0,0,4,4.414992
124,1,18,35,0,7,2,0,1,1,1.9349161
124,1,18,36,1,26,2,1,1,3,4.3716836
124,1,18,37,0,18,1,0,1,1,1.9042081
124,1,18,38,1,35,1,1,1,3,1.6587934
124,1,18,39,0,8,2,1,0,2,2.9836932
124,1,18,40,0,16,2,1,0,2,6.4617843
123,1,18,1,1,28,1,1,1,3,5.2626964
123,1,18,2,0,3,1,0,1,1,2.8073005
123,1,18,3,1,34,2,1,1,3,2.789085
123,1,18,4,1,32,2,1,1,3,3.5488461
123,1,18,5,0,4,1,0,1,1,5.2811199
123,1,18,6,0,6,1,0,1,1,2.0625958
123,1,18,7,1,29,2,1,1,3,2.4676081
123,1,18,8,1,21,2,1,1,3,2.6809209
123,1,18,9,0,13,1,0,1,1,4.2814539
123,1,18,10,1,40,1,1,1,3,2.580455
123,1,18,11,0,16,2,1,0,2,5.1943561
123,1,18,12,0,10,2,0,1,1,5.8673078
123,1,18,13,0,20,1,1,0,2,3.4337495
123,1,18,14,0,12,1,0,1,1,3.1933271
123,1,18,15,1,25,2,1,1,3,6.3208902
123,1,18,16,1,38,2,0,0,4,2.6736259
123,1,18,17,0,1,1,0,1,1,2.2903056
123,1,18,18,0,9,1,1,0,2,7.945575
123,1,18,19,1,37,2,0,0,4,2.0138642
123,1,18,20,1,26,2,0,0,4,1.895581
123,1,18,21,0,5,1,0,1,1,7.414407
123,1,18,22,1,23,1,1,1,3,5.7061834
123,1,18,23,1,30,2,1,1,3,2.3237982
123,1,18,24,0,18,2,0,1,1,6.369606
123,1,18,25,1,36,1,1,1,3,2.1822314
123,1,18,26,1,22,1,1,1,3,3.3270173
123,1,18,27,0,15,2,0,1,1,4.921553
123,1,18,28,0,2,2,1,0,2,6.9964625
123,1,18,29,0,11,1,0,1,1,7.3702583
123,1,18,30,0,17,1,1,0,2,2.3984204
123,1,18,31,1,31,2,1,1,3,3.3274545
123,1,18,32,0,7,2,0,1,1,5.7983959
123,1,18,33,1,33,1,1,1,3,4.1902209
123,1,18,34,1,24,1,1,1,3,3.324854
123,1,18,35,1,39,2,1,1,3,3.6353786
123,1,18,36,1,27,2,1,1,3,5.5506011
123,1,18,37,0,19,1,1,0,2,5.6278947
123,1,18,38,1,35,1,0,0,4,6.1249706
123,1,18,39,0,8,2,0,1,1,11.448094
123,1,18,40,0,14,2,0,1,1,7.4660344
122,2,18,1,1,32,1,0,0,4,25.2031
122,2,18,2,0,20,1,0,1,1,2.6666229
122,2,18,3,0,6,2,0,1,1,17.740695
122,2,18,4,1,34,2,1,1,3,13.372464
122,2,18,5,0,8,1,0,1,1,17.209019
122,2,18,6,1,38,1,1,1,3,12.47804
122,2,18,7,1,35,2,1,1,3,11.836261
122,2,18,8,0,9,2,0,1,1,5.5052937
122,2,18,9,1,25,1,1,1,3,9.2207142
122,2,18,10,1,23,1,1,1,3,14.716459
122,2,18,11,0,19,2,0,1,1,9.0583754
122,2,18,12,0,14,2,0,1,1,13.804501
122,2,18,13,1,27,1,1,1,3,11.652827
122,2,18,14,0,3,1,0,1,1,27.921951
122,2,18,15,1,22,2,1,1,3,16.839677
122,2,18,16,0,10,2,0,1,1,8.6416644
122,2,18,17,0,18,1,0,1,1,12.400967
122,2,18,18,0,16,1,0,1,1,13.250254
122,2,18,19,0,13,2,0,1,1,5.2062728
122,2,18,20,0,11,2,0,1,1,19.123348
122,2,18,21,0,1,1,0,1,1,6.1812997
122,2,18,22,1,36,1,1,1,3,15.047259
122,2,18,23,0,7,2,0,1,1,4.6030087
122,2,18,24,1,40,2,1,1,3,6.6420466
122,2,18,25,0,15,1,0,1,1,28.437355
122,2,18,26,1,29,1,1,1,3,13.155354
122,2,18,27,1,26,2,1,1,3,14.136224
122,2,18,28,0,12,2,0,1,1,6.4212605
122,2,18,29,0,4,1,0,1,1,14.645326
122,2,18,30,1,31,1,1,1,3,4.7918234
122,2,18,31,1,37,2,1,1,3,10.882594
122,2,18,32,1,39,2,1,1,3,11.403029
122,2,18,33,1,28,1,0,0,4,22.303734
122,2,18,34,0,17,1,0,1,1,3.6143341
122,2,18,35,1,30,2,1,1,3,18.984457
122,2,18,36,1,24,2,1,1,3,15.398112
122,2,18,37,1,21,1,1,1,3,8.2232647
122,2,18,38,1,33,1,1,1,3,7.8112005
122,2,18,39,0,2,2,0,1,1,3.7719983
122,2,18,40,0,5,2,0,1,1,9.2836327
121,2,21,1,0,8,1,1,0,2,3.6760798
121,2,21,2,1,25,1,0,0,4,1.7505697
121,2,21,3,0,6,2,1,0,2,1.5173563
121,2,21,4,1,38,2,1,1,3,3.2755214
121,2,21,5,0,5,1,0,1,1,2.3529127
121,2,21,6,1,28,1,1,1,3,2.6362721
121,2,21,7,0,17,2,0,1,1,4.1824598
121,2,21,8,0,4,2,0,1,1,5.0191143
121,2,21,9,1,23,1,1,1,3,2.629095
121,2,21,10,1,40,1,1,1,3,6.4569048
121,2,21,11,0,1,2,0,1,1,5.1352515
121,2,21,12,0,15,2,0,1,1,11.337491
121,2,21,13,1,21,1,0,0,4,4.0608924
121,2,21,14,1,30,1,1,1,3,5.8034774
121,2,21,15,0,20,2,1,0,2,9.0654658
121,2,21,16,0,10,2,0,1,1,7.7791483
121,2,21,17,0,12,1,0,1,1,4.4545807
121,2,21,18,1,37,1,1,1,3,8.7794251
121,2,21,19,1,33,2,1,1,3,7.0042723
121,2,21,20,0,14,2,0,1,1,5.8146378
121,2,21,21,1,39,1,0,0,4,6.7425773
121,2,21,22,1,32,1,1,1,3,9.9343741
121,2,21,23,1,35,2,0,0,4,4.1730693
121,2,21,24,0,18,2,1,0,2,6.3155748
121,2,21,25,1,31,1,1,1,3,6.4101287
121,2,21,26,1,26,1,0,0,4,6.6990767
121,2,21,27,1,29,2,1,1,3,6.901641
121,2,21,28,1,34,2,0,0,4,14.064675
121,2,21,29,1,22,1,0,0,4,5.3575299
121,2,21,30,1,36,1,1,1,3,6.099767
121,2,21,31,0,3,2,0,1,1,9.2063285
121,2,21,32,0,13,2,1,0,2,5.3548832
121,2,21,33,0,2,1,0,1,1,7.0827017
121,2,21,34,1,24,1,0,0,4,13.067147
121,2,21,35,0,19,2,0,1,1,7.9214761
121,2,21,36,0,11,2,0,1,1,10.615867
121,2,21,37,1,27,1,1,1,3,3.2441442
121,2,21,38,0,7,1,0,1,1,8.426652
121,2,21,39,0,16,2,1,0,2,4.3956728
121,2,21,40,0,9,2,0,1,1,5.9907442
120,1,17,1,1,40,1,0,0,4,15.283063
120,1,17,2,1,36,1,0,0,4,6.271301
120,1,17,3,0,9,2,0,1,1,4.9753165
120,1,17,4,0,19,2,0,1,1,21.721882
120,1,17,5,1,30,1,1,1,3,17.553701
120,1,17,6,1,24,1,1,1,3,4.5212866
120,1,17,7,0,8,2,0,1,1,25.588003
120,1,17,8,1,27,2,1,1,3,7.3479052
120,1,17,9,0,16,1,0,1,1,4.104631
120,1,17,10,1,34,1,1,1,3,11.812954
120,1,17,11,1,35,2,1,1,3,14.144784
120,1,17,12,0,17,2,0,1,1,12.531461
120,1,17,13,0,5,1,0,1,1,16.344032
120,1,17,14,0,18,1,0,1,1,18.810455
120,1,17,15,1,32,2,1,1,3,6.4162018
120,1,17,16,1,26,2,1,1,3,15.225847
120,1,17,17,1,29,1,0,0,4,13.551609
120,1,17,18,0,1,1,0,1,1,8.560426
120,1,17,19,1,33,2,0,0,4,31.447594
120,1,17,20,1,38,2,1,1,3,4.0380537
120,1,17,21,0,13,1,0,1,1,4.2348781
120,1,17,22,1,25,1,1,1,3,4.3084604
120,1,17,23,1,37,2,1,1,3,10.598759
120,1,17,24,0,2,2,0,1,1,2.6444557
120,1,17,25,1,21,1,1,1,3,4.7577437
120,1,17,26,0,7,1,0,1,1,9.038016
120,1,17,27,1,31,2,0,0,4,8.2020139
120,1,17,28,0,14,2,0,1,1,2.8739088
120,1,17,29,1,28,1,0,0,4,8.1971492
120,1,17,30,0,15,1,0,1,1,3.3389223
120,1,17,31,0,6,2,0,1,1,7.9241052
120,1,17,32,0,4,2,0,1,1,25.185061
120,1,17,33,0,20,1,0,1,1,8.9286667
120,1,17,34,1,39,1,1,1,3,10.514221
120,1,17,35,0,3,2,0,1,1,3.0237491
120,1,17,36,1,22,2,1,1,3,12.749348
120,1,17,37,0,10,1,0,1,1,25.934312
120,1,17,38,0,12,1,0,1,1,12.162212
120,1,17,39,1,23,2,0,0,4,30.691475
120,1,17,40,0,11,2,0,1,1,8.2785388
119,2,19,1,1,36,1,0,0,4,5.4615441
119,2,19,2,0,19,1,0,1,1,4.0336724
119,2,19,3,0,16,2,0,1,1,3.2467342
119,2,19,4,0,13,2,0,1,1,2.932148
119,2,19,5,1,40,1,1,1,3,3.8090812
119,2,19,6,0,4,1,0,1,1,3.0759893
119,2,19,7,0,17,2,0,1,1,3.7560364
119,2,19,8,0,3,2,1,0,2,4.9539941
119,2,19,9,0,7,1,0,1,1,2.1074247
119,2,19,10,1,24,1,1,1,3,3.0885139
119,2,19,11,1,22,2,1,1,3,3.9719941
119,2,19,12,1,26,2,1,1,3,3.2559992
119,2,19,13,0,8,1,0,1,1,1.9286078
119,2,19,14,1,32,1,0,0,4,2.9541855
119,2,19,15,0,15,2,1,0,2,2.8366284
119,2,19,16,0,12,2,0,1,1,2.5180376
119,2,19,17,0,9,1,1,0,2,1.8110866
119,2,19,18,1,27,1,1,1,3,3.110539
119,2,19,19,1,38,2,1,1,3,3.2595934
119,2,19,20,1,21,2,0,0,4,2.2464559
119,2,19,21,1,30,1,0,0,4,3.8198255
119,2,19,22,1,33,1,1,1,3,2.92665
119,2,19,23,1,35,2,1,1,3,3.0268486
119,2,19,24,1,31,2,0,0,4,2.2109696
119,2,19,25,0,14,1,0,1,1,2.7936147
119,2,19,26,1,25,1,0,0,4,3.5508532
119,2,19,27,1,39,2,0,0,4,4.2557953
119,2,19,28,0,2,2,0,1,1,1.8405361
119,2,19,29,0,5,1,0,1,1,2.5822569
119,2,19,30,1,29,1,0,0,4,2.4839438
119,2,19,31,0,1,2,1,0,2,2.762984
119,2,19,32,1,37,2,1,1,3,2.1031366
119,2,19,33,1,34,1,0,0,4,2.9576521
119,2,19,34,0,11,1,1,0,2,2.6529985
119,2,19,35,0,10,2,0,1,1,3.5814018
119,2,19,36,0,18,2,1,0,2,2.2366627
119,2,19,37,0,6,1,0,1,1,3.4295255
119,2,19,38,0,20,1,0,1,1,4.0635444
119,2,19,39,1,28,2,0,0,4,4.4111524
119,2,19,40,1,23,2,1,1,3,2.9782721
118,1,18,1,1,24,1,1,1,3,13.586985
118,1,18,2,1,38,1,0,0,4,12.734623
118,1,18,3,1,37,2,0,0,4,5.6054051
118,1,18,4,0,7,2,0,1,1,5.0221493
118,1,18,5,0,20,1,0,1,1,4.0061278
118,1,18,6,0,6,1,0,1,1,3.2407418
118,1,18,7,0,15,2,0,1,1,4.2771117
118,1,18,8,0,13,2,0,1,1,4.5678521
118,1,18,9,0,11,1,0,1,1,3.0111497
118,1,18,10,0,16,1,0,1,1,3.7671325
118,1,18,11,1,36,2,1,1,3,3.6955463
118,1,18,12,1,40,2,1,1,3,5.2279964
118,1,18,13,0,8,1,0,1,1,3.8351008
118,1,18,14,1,39,1,1,1,3,3.1967694
118,1,18,15,0,17,2,0,1,1,2.1944781
118,1,18,16,0,4,2,0,1,1,3.1458614
118,1,18,17,1,21,1,1,1,3,2.8527944
118,1,18,18,1,34,1,0,0,4,8.0545163
118,1,18,19,1,31,2,1,1,3,6.2334987
118,1,18,20,1,25,2,1,1,3,7.5173373
118,1,18,21,1,26,1,1,1,3,3.6878561
118,1,18,22,1,22,1,1,1,3,8.7670288
118,1,18,23,0,5,2,0,1,1,4.5443985
118,1,18,24,0,10,2,0,1,1,3.0170945
118,1,18,25,0,2,1,0,1,1,2.3039797
118,1,18,26,1,23,1,1,1,3,5.8180356
118,1,18,27,0,3,2,0,1,1,2.2740211
118,1,18,28,1,29,2,1,1,3,6.6394291
118,1,18,29,0,9,1,0,1,1,5.7951342
118,1,18,30,0,12,1,0,1,1,7.4813154
118,1,18,31,0,1,2,0,1,1,2.5136655
118,1,18,32,1,32,2,1,1,3,6.4645791
118,1,18,33,0,18,1,0,1,1,7.509689
118,1,18,34,1,27,1,1,1,3,3.9695018
118,1,18,35,0,19,2,0,1,1,2.3197244
118,1,18,36,1,28,2,1,1,3,8.4726427
118,1,18,37,0,14,1,0,1,1,3.3909171
118,1,18,38,1,30,1,1,1,3,4.7753259
118,1,18,39,1,33,2,1,1,3,2.6518141
118,1,18,40,1,35,2,1,1,3,3.3239735
116,1,20,1,1,30,1,0,0,4,3.9950105
116,1,20,2,1,31,1,1,1,3,3.9994129
116,1,20,3,0,12,2,0,1,1,2.1891208
116,1,20,4,0,3,2,0,1,1,5.61282
116,1,20,5,1,34,1,1,1,3,4.2411402
116,1,20,6,1,28,1,0,0,4,10.093324
116,1,20,7,0,11,2,0,1,1,4.5349184
116,1,20,8,1,26,2,1,1,3,7.7929289
116,1,20,9,1,25,1,0,0,4,3.9761539
116,1,20,10,1,33,1,0,0,4,3.9481946
116,1,20,11,0,14,2,0,1,1,5.7022037
116,1,20,12,0,15,2,0,1,1,12.087778
116,1,20,13,0,16,1,0,1,1,3.4920434
116,1,20,14,0,5,1,0,1,1,7.9048234
116,1,20,15,1,32,2,0,0,4,3.2696772
116,1,20,16,0,13,2,0,1,1,4.5629032
116,1,20,17,0,18,1,0,1,1,2.1780208
116,1,20,18,1,35,1,1,1,3,5.8216873
116,1,20,19,1,21,2,1,1,3,7.2841881
116,1,20,20,0,6,2,1,0,2,5.327915
116,1,20,21,0,2,1,0,1,1,3.5765709
116,1,20,22,0,10,1,0,1,1,3.8312901
116,1,20,23,0,19,2,0,1,1,4.6767113
116,1,20,24,1,27,2,0,0,4,3.3665763
116,1,20,25,0,4,1,0,1,1,6.0535093
116,1,20,26,0,9,1,0,1,1,6.5988006
116,1,20,27,0,7,2,0,1,1,7.8641448
116,1,20,28,1,24,2,1,1,3,2.9590224
116,1,20,29,1,39,1,1,1,3,2.5351578
116,1,20,30,1,38,1,0,0,4,13.831866
116,1,20,31,1,37,2,1,1,3,11.722283
116,1,20,32,0,20,2,0,1,1,5.8878287
116,1,20,33,0,8,1,0,1,1,6.1665695
116,1,20,34,0,17,1,0,1,1,5.0329732
116,1,20,35,1,40,2,1,1,3,5.6652555
116,1,20,36,1,36,2,1,1,3,3.3283142
116,1,20,37,1,23,1,1,1,3,7.0062685
116,1,20,38,0,1,1,0,1,1,4.3959038
116,1,20,39,1,22,2,1,1,3,7.6125735
116,1,20,40,1,29,2,0,0,4,3.6881657
115,2,18,1,0,7,1,1,0,2,16.558298
115,2,18,2,0,19,1,1,0,2,2.4925878
115,2,18,3,1,28,2,1,1,3,11.46947
115,2,18,4,0,1,2,1,0,2,9.3602701
115,2,18,5,0,11,1,0,1,1,15.778206
115,2,18,6,0,16,1,0,1,1,8.0131015
115,2,18,7,1,23,2,1,1,3,14.989368
115,2,18,8,0,18,2,1,0,2,13.542864
115,2,18,9,0,6,1,1,0,2,13.467158
115,2,18,10,0,4,1,1,0,2,27.319279
115,2,18,11,1,40,2,1,1,3,11.113897
115,2,18,12,0,14,2,0,1,1,22.75951
115,2,18,13,1,34,1,1,1,3,14.600898
115,2,18,14,1,33,1,1,1,3,19.433489
115,2,18,15,0,20,2,0,1,1,27.027126
115,2,18,16,1,32,2,0,0,4,21.294393
115,2,18,17,1,38,1,1,1,3,15.480749
115,2,18,18,1,31,1,1,1,3,15.390862
115,2,18,19,0,12,2,0,1,1,32.752351
115,2,18,20,1,39,2,1,1,3,19.90805
115,2,18,21,1,22,1,1,1,3,7.7400678
115,2,18,22,0,2,1,0,1,1,7.067212
115,2,18,23,1,37,2,1,1,3,14.070309
115,2,18,24,1,30,2,1,1,3,11.911458
115,2,18,25,1,29,1,1,1,3,10.189045
115,2,18,26,0,5,1,0,1,1,16.652042
115,2,18,27,0,17,2,0,1,1,8.7751605
115,2,18,28,0,8,2,0,1,1,12.797963
115,2,18,29,0,15,1,0,1,1,15.096421
115,2,18,30,1,25,1,1,1,3,11.261569
115,2,18,31,0,3,2,0,1,1,9.7922346
115,2,18,32,0,13,2,0,1,1,22.687573
115,2,18,33,1,27,1,1,1,3,14.013863
115,2,18,34,0,9,1,0,1,1,12.379521
115,2,18,35,1,21,2,1,1,3,7.2379776
115,2,18,36,1,36,2,1,1,3,13.888429
115,2,18,37,1,26,1,1,1,3,14.241582
115,2,18,38,1,24,1,1,1,3,13.771305
115,2,18,39,0,10,2,0,1,1,11.436806
115,2,18,40,1,35,2,1,1,3,14.466406
113,1,19,1,1,31,1,1,1,3,5.7931362
113,1,19,2,1,29,1,0,0,4,6.0144827
113,1,19,3,1,24,2,1,1,3,5.1511411
113,1,19,4,1,36,2,1,1,3,5.0671213
113,1,19,5,0,1,1,0,1,1,2.1032885
113,1,19,6,0,18,1,0,1,1,4.6805132
113,1,19,7,1,30,2,1,1,3,7.5521004
113,1,19,8,0,19,2,0,1,1,1.9755665
113,1,19,9,0,9,1,0,1,1,1.9363283
113,1,19,10,0,16,1,0,1,1,4.817885
113,1,19,11,0,7,2,0,1,1,8.2575757
113,1,19,12,1,27,2,1,1,3,5.0233231
113,1,19,13,1,40,1,1,1,3,2.8847909
113,1,19,14,0,2,1,0,1,1,4.0857441
113,1,19,15,1,38,2,1,1,3,5.4204629
113,1,19,16,0,5,2,0,1,1,6.0421356
113,1,19,17,1,37,1,1,1,3,3.6588985
113,1,19,18,1,23,1,1,1,3,6.917702
113,1,19,19,1,34,2,1,1,3,3.9391189
113,1,19,20,1,26,2,1,1,3,8.9282474
113,1,19,21,1,25,1,1,1,3,3.7265484
113,1,19,22,0,12,1,0,1,1,2.9398718
113,1,19,23,0,8,2,0,1,1,7.1265144
113,1,19,24,1,39,2,1,1,3,4.5902225
113,1,19,25,0,14,1,0,1,1,8.0849556
113,1,19,26,0,20,1,0,1,1,1.8269057
113,1,19,27,0,15,2,0,1,1,1.9173332
113,1,19,28,1,32,2,1,1,3,3.6935763
113,1,19,29,0,6,1,0,1,1,3.7472393
113,1,19,30,1,28,1,1,1,3,5.022297
113,1,19,31,1,35,2,1,1,3,6.8844704
113,1,19,32,0,10,2,0,1,1,5.111374
113,1,19,33,0,13,1,0,1,1,6.605427
113,1,19,34,0,11,1,0,1,1,2.045697
113,1,19,35,0,3,2,0,1,1,7.073052
113,1,19,36,1,22,2,1,1,3,2.5692633
113,1,19,37,1,21,1,1,1,3,3.6157675
113,1,19,38,1,33,1,1,1,3,3.8011745
113,1,19,39,0,17,2,0,1,1,4.5071869
113,1,19,40,0,4,2,0,1,1,6.5260007
112,1,18,1,1,24,1,1,1,3,7.0277922
112,1,18,2,0,3,1,1,0,2,4.3020467
112,1,18,3,1,30,2,0,0,4,6.1403006
112,1,18,4,0,18,2,1,0,2,8.8605904
112,1,18,5,1,26,1,0,0,4,4.308519
112,1,18,6,0,4,1,0,1,1,7.7287107
112,1,18,7,1,29,2,1,1,3,3.4624126
112,1,18,8,1,36,2,1,1,3,2.7304692
112,1,18,9,0,2,1,0,1,1,10.19692
112,1,18,10,0,6,1,1,0,2,4.09736
112,1,18,11,1,31,2,1,1,3,3.6598918
112,1,18,12,1,23,2,0,0,4,4.8190377
112,1,18,13,0,14,1,0,1,1,3.3541434
112,1,18,14,0,11,1,0,1,1,4.1055605
112,1,18,15,1,38,2,1,1,3,2.3277183
112,1,18,16,1,33,2,1,1,3,2.6628616
112,1,18,17,1,34,1,1,1,3,7.8656346
112,1,18,18,0,20,1,0,1,1,5.1006654
112,1,18,19,1,37,2,1,1,3,2.1292637
112,1,18,20,1,39,2,1,1,3,2.173887
112,1,18,21,0,10,1,1,0,2,2.3647011
112,1,18,22,1,25,1,0,0,4,3.3730433
112,1,18,23,0,7,2,0,1,1,4.020626
112,1,18,24,0,17,2,0,1,1,5.5197005
112,1,18,25,0,8,1,1,0,2,6.6019911
112,1,18,26,0,16,1,0,1,1,5.4155371
112,1,18,27,0,9,2,0,1,1,3.191965
112,1,18,28,0,19,2,1,0,2,3.9629731
112,1,18,29,1,28,1,0,0,4,2.9402494
112,1,18,30,0,12,1,0,1,1,7.8797414
112,1,18,31,1,21,2,1,1,3,2.840833
112,1,18,32,1,35,2,0,0,4,4.7712514
112,1,18,33,0,15,1,1,0,2,2.2404572
112,1,18,34,1,22,1,0,0,4,2.5081636
112,1,18,35,0,13,2,0,1,1,2.4200171
112,1,18,36,1,40,2,1,1,3,3.4774313
112,1,18,37,0,5,1,0,1,1,2.1897453
112,1,18,38,0,1,1,1,0,2,2.4305445
112,1,18,39,1,27,2,1,1,3,5.2486362
